user_id,product_id,product_name,category,price,rating,review_text,num_reviews,price_norm,combined_text
U0437,P0418,Blender 600W v2,Home & Kitchen,16566.49,5.0,"Good quality and fast delivery, very satisfied.",16,0.32756529894356595,"blender 600w v2 home & kitchen good quality and fast delivery, very satisfied."
U0275,P0291,Men's Running Shoes v10,Clothing,1717.91,5.0,"Good quality and fast delivery, very satisfied.",18,0.025750047055160034,"men's running shoes v10 clothing good quality and fast delivery, very satisfied."
U0411,P0365,Jump Rope Speed Cable v7,Sports,47083.95,5.0,"Absolutely love this product, bought two already.",13,0.9478693870714777,"jump rope speed cable v7 sports absolutely love this product, bought two already."
U0153,P0176,Designing Data-Intensive Applications v8,Books,8882.45,5.0,"Best in its category, no complaints at all.",16,0.17137794176055,"designing data-intensive applications v8 books best in its category, no complaints at all."
U0049,P0393,Yoga Mat Non-Slip 6mm v10,Sports,18725.5,5.0,Great build quality and easy to use.,15,0.3714497745620821,yoga mat non-slip 6mm v10 sports great build quality and easy to use.
U0402,P0345,Jump Rope Speed Cable v5,Sports,20044.54,5.0,Average product but serves the purpose well.,7,0.39826084941576395,jump rope speed cable v5 sports average product but serves the purpose well.
U0902,P0033,4K Smart TV v4,Electronics,3438.57,5.0,Solid performance and great value for money.,13,0.060724531572487916,4k smart tv v4 electronics solid performance and great value for money.
U0707,P0292,Women's Yoga Pants v10,Clothing,2058.94,5.0,"Absolutely love this product, bought two already.",21,0.032681892076805406,"women's yoga pants v10 clothing absolutely love this product, bought two already."
U0713,P0236,Slim Fit Chinos v4,Clothing,36177.12,5.0,"Excellent product, highly recommend to everyone.",15,0.7261749460034416,"slim fit chinos v4 clothing excellent product, highly recommend to everyone."
U0905,P0480,Microwave Oven 20L v8,Home & Kitchen,26249.27,5.0,Okay quality but packaging could be better.,20,0.5243794511843874,microwave oven 20l v8 home & kitchen okay quality but packaging could be better.
U0157,P0141,Python Machine Learning Guide v5,Books,48128.88,5.0,"Worth every rupee, performs as described.",19,0.9691088464107379,"python machine learning guide v5 books worth every rupee, performs as described."
U0745,P0476,Coffee Maker Drip v8,Home & Kitchen,49648.65,5.0,"Good quality and fast delivery, very satisfied.",21,1.0,"coffee maker drip v8 home & kitchen good quality and fast delivery, very satisfied."
U0115,P0320,Cycling Helmet Safety v2,Sports,12661.1,5.0,Great build quality and easy to use.,22,0.24818354886561492,cycling helmet safety v2 sports great build quality and easy to use.
U0446,P0306,Pull-Up Bar Doorway,Sports,48796.43,5.0,"Worth every rupee, performs as described.",15,0.9826776032479645,"pull-up bar doorway sports worth every rupee, performs as described."
U0465,P0248,Winter Puffer Jacket v5,Clothing,48338.41,5.0,"Excellent product, highly recommend to everyone.",13,0.9733677957330421,"winter puffer jacket v5 clothing excellent product, highly recommend to everyone."
U0520,P0099,Webcam 1080p HD v10,Electronics,1464.87,5.0,"Good quality and fast delivery, very satisfied.",21,0.020606704638724098,"webcam 1080p hd v10 electronics good quality and fast delivery, very satisfied."
U0757,P0160,Hands-On ML with Scikit-Learn v6,Books,36464.17,5.0,"Worth every rupee, performs as described.",18,0.7320095825851596,"hands-on ml with scikit-learn v6 books worth every rupee, performs as described."
U0379,P0201,Men's Running Shoes,Clothing,32172.18,5.0,"Worth every rupee, performs as described.",17,0.6447697224131755,"men's running shoes clothing worth every rupee, performs as described."
U0274,P0018,Laptop Stand Adjustable v2,Electronics,26331.87,5.0,"Good quality and fast delivery, very satisfied.",20,0.5260583955552284,"laptop stand adjustable v2 electronics good quality and fast delivery, very satisfied."
U0694,P0500,Microwave Oven 20L v10,Home & Kitchen,49312.3,5.0,"Worth every rupee, performs as described.",20,0.9931632816085669,"microwave oven 20l v10 home & kitchen worth every rupee, performs as described."
U0281,P0231,Men's Running Shoes v4,Clothing,39780.6,5.0,"Good quality and fast delivery, very satisfied.",18,0.7994200121225473,"men's running shoes v4 clothing good quality and fast delivery, very satisfied."
U0013,P0160,Hands-On ML with Scikit-Learn v6,Books,36464.17,5.0,"Best in its category, no complaints at all.",18,0.7320095825851596,"hands-on ml with scikit-learn v6 books best in its category, no complaints at all."
U0742,P0029,Webcam 1080p HD v3,Electronics,29701.25,5.0,Solid performance and great value for money.,17,0.5945450975434157,webcam 1080p hd v3 electronics solid performance and great value for money.
U0705,P0304,Whey Protein Powder Chocolate,Sports,31943.01,5.0,Solid performance and great value for money.,22,0.6401115664632283,whey protein powder chocolate sports solid performance and great value for money.
U0678,P0450,Microwave Oven 20L v5,Home & Kitchen,4357.34,5.0,Average product but serves the purpose well.,15,0.07939963713662339,microwave oven 20l v5 home & kitchen average product but serves the purpose well.
U0494,P0029,Webcam 1080p HD v3,Electronics,29701.25,5.0,Decent product for the price point.,17,0.5945450975434157,webcam 1080p hd v3 electronics decent product for the price point.
U0452,P0151,Python Machine Learning Guide v6,Books,45430.64,5.0,"Excellent product, highly recommend to everyone.",19,0.9142638723286794,"python machine learning guide v6 books excellent product, highly recommend to everyone."
U0029,P0173,Data Science Handbook v8,Books,25701.23,5.0,Okay quality but packaging could be better.,14,0.5132398788720908,data science handbook v8 books okay quality but packaging could be better.
U0533,P0390,Cycling Helmet Safety v9,Sports,40379.37,5.0,Average product but serves the purpose well.,10,0.8115907327149018,cycling helmet safety v9 sports average product but serves the purpose well.
U0367,P0016,Noise Cancelling Earbuds v2,Electronics,9332.54,5.0,"Absolutely love this product, bought two already.",11,0.18052656248539053,"noise cancelling earbuds v2 electronics absolutely love this product, bought two already."
U0273,P0415,Bamboo Cutting Board v2,Home & Kitchen,31664.49,5.0,"Worth every rupee, performs as described.",18,0.6344503123934144,"bamboo cutting board v2 home & kitchen worth every rupee, performs as described."
U0456,P0361,Adjustable Dumbbell Set v7,Sports,19529.86,5.0,"Absolutely love this product, bought two already.",17,0.38779935923677544,"adjustable dumbbell set v7 sports absolutely love this product, bought two already."
U0089,P0404,Electric Kettle 1.5L,Home & Kitchen,41356.58,5.0,"Worth every rupee, performs as described.",23,0.8314537015845087,"electric kettle 1.5l home & kitchen worth every rupee, performs as described."
U0286,P0362,Resistance Bands Kit v7,Sports,32234.75,5.0,"Good quality and fast delivery, very satisfied.",16,0.6460415329371891,"resistance bands kit v7 sports good quality and fast delivery, very satisfied."
U0490,P0210,Printed Kurti,Clothing,8207.24,5.0,"Absolutely love this product, bought two already.",13,0.1576534862080614,"printed kurti clothing absolutely love this product, bought two already."
U0882,P0414,Electric Kettle 1.5L v2,Home & Kitchen,28756.21,5.0,"Good quality and fast delivery, very satisfied.",13,0.575336022625503,"electric kettle 1.5l v2 home & kitchen good quality and fast delivery, very satisfied."
U0468,P0140,Hands-On ML with Scikit-Learn v4,Books,48593.75,5.0,Great build quality and easy to use.,19,0.9785578884164626,hands-on ml with scikit-learn v4 books great build quality and easy to use.
U0833,P0045,Portable Power Bank 20000mAh v5,Electronics,13086.24,5.0,"Worth every rupee, performs as described.",12,0.2568250308246869,"portable power bank 20000mah v5 electronics worth every rupee, performs as described."
U0459,P0248,Winter Puffer Jacket v5,Clothing,48338.41,5.0,"Good quality and fast delivery, very satisfied.",13,0.9733677957330421,"winter puffer jacket v5 clothing good quality and fast delivery, very satisfied."
U0878,P0183,Data Science Handbook v9,Books,46248.74,5.0,Okay quality but packaging could be better.,16,0.9308927390330987,data science handbook v9 books okay quality but packaging could be better.
U0877,P0495,Bamboo Cutting Board v10,Home & Kitchen,23291.18,5.0,Average product but serves the purpose well.,13,0.4642527132432123,bamboo cutting board v10 home & kitchen average product but serves the purpose well.
U0197,P0429,Instant Pot Pressure Cooker v3,Home & Kitchen,17674.57,5.0,"Excellent product, highly recommend to everyone.",16,0.35008835800460103,"instant pot pressure cooker v3 home & kitchen excellent product, highly recommend to everyone."
U0802,P0339,Football Size 5 Pro v4,Sports,23812.86,5.0,"Worth every rupee, performs as described.",20,0.47485648684345855,"football size 5 pro v4 sports worth every rupee, performs as described."
U0626,P0080,RGB Gaming Mouse v8,Electronics,5969.28,5.0,"Absolutely love this product, bought two already.",18,0.11216425685978862,"rgb gaming mouse v8 electronics absolutely love this product, bought two already."
U0302,P0049,Webcam 1080p HD v5,Electronics,27425.17,5.0,"Absolutely love this product, bought two already.",21,0.5482810333353794,"webcam 1080p hd v5 electronics absolutely love this product, bought two already."
U0621,P0148,Fluent Python v5,Books,25232.42,5.0,"Worth every rupee, performs as described.",13,0.503710751626401,"fluent python v5 books worth every rupee, performs as described."
U0117,P0191,Python Machine Learning Guide v10,Books,4835.52,5.0,"Good quality and fast delivery, very satisfied.",11,0.08911922090476808,"python machine learning guide v10 books good quality and fast delivery, very satisfied."
U0624,P0042,USB-C Fast Charger v5,Electronics,24858.81,5.0,Average product but serves the purpose well.,16,0.4961166789098163,usb-c fast charger v5 electronics average product but serves the purpose well.
U0342,P0229,Formal Oxford Shoes v3,Clothing,44622.92,5.0,Great build quality and easy to use.,17,0.8978459916117824,formal oxford shoes v3 clothing great build quality and easy to use.
U0645,P0106,Designing Data-Intensive Applications,Books,12613.75,5.0,Okay quality but packaging could be better.,19,0.24722110315182164,designing data-intensive applications books okay quality but packaging could be better.
U0673,P0426,Coffee Maker Drip v3,Home & Kitchen,27565.54,5.0,Great build quality and easy to use.,19,0.5511342224556572,coffee maker drip v3 home & kitchen great build quality and easy to use.
U0829,P0320,Cycling Helmet Safety v2,Sports,12661.1,5.0,Solid performance and great value for money.,22,0.24818354886561492,cycling helmet safety v2 sports solid performance and great value for money.
U0130,P0332,Resistance Bands Kit v4,Sports,37939.74,5.0,"Best in its category, no complaints at all.",16,0.7620023180001941,"resistance bands kit v4 sports best in its category, no complaints at all."
U0259,P0480,Microwave Oven 20L v8,Home & Kitchen,26249.27,5.0,"Worth every rupee, performs as described.",20,0.5243794511843874,"microwave oven 20l v8 home & kitchen worth every rupee, performs as described."
U0885,P0381,Adjustable Dumbbell Set v9,Sports,6083.61,5.0,"Excellent product, highly recommend to everyone.",20,0.1144881516529878,"adjustable dumbbell set v9 sports excellent product, highly recommend to everyone."
U0063,P0442,Stainless Steel Water Bottle v5,Home & Kitchen,49333.65,5.0,"Absolutely love this product, bought two already.",14,0.9935972460434028,"stainless steel water bottle v5 home & kitchen absolutely love this product, bought two already."
U0212,P0245,Cotton Polo T-Shirt v5,Clothing,968.74,5.0,"Best in its category, no complaints at all.",20,0.010522265526068558,"cotton polo t-shirt v5 clothing best in its category, no complaints at all."
U0773,P0398,Cricket Bat Kashmir Willow v10,Sports,21562.9,5.0,"Worth every rupee, performs as described.",21,0.42912334305874394,"cricket bat kashmir willow v10 sports worth every rupee, performs as described."
U0497,P0026,Noise Cancelling Earbuds v3,Electronics,39300.76,5.0,"Worth every rupee, performs as described.",17,0.7896666868573616,"noise cancelling earbuds v3 electronics worth every rupee, performs as described."
U0352,P0389,Football Size 5 Pro v9,Sports,37579.61,5.0,"Good quality and fast delivery, very satisfied.",12,0.7546822425005456,"football size 5 pro v9 sports good quality and fast delivery, very satisfied."
U0925,P0257,Sports Compression Shorts v6,Clothing,46819.51,5.0,"Excellent product, highly recommend to everyone.",13,0.9424943259404222,"sports compression shorts v6 clothing excellent product, highly recommend to everyone."
U0394,P0299,Formal Oxford Shoes v10,Clothing,31218.95,5.0,Decent product for the price point.,15,0.6253941758923913,formal oxford shoes v10 clothing decent product for the price point.
U0295,P0073,4K Smart TV v8,Electronics,474.0,5.0,Great build quality and easy to use.,17,0.0004660798356341915,4k smart tv v8 electronics great build quality and easy to use.
U0621,P0099,Webcam 1080p HD v10,Electronics,1464.87,5.0,"Good quality and fast delivery, very satisfied.",21,0.020606704638724098,"webcam 1080p hd v10 electronics good quality and fast delivery, very satisfied."
U0220,P0256,Slim Fit Chinos v6,Clothing,27927.7,5.0,"Best in its category, no complaints at all.",21,0.5584955601474706,"slim fit chinos v6 clothing best in its category, no complaints at all."
U0249,P0452,Stainless Steel Water Bottle v6,Home & Kitchen,28007.53,5.0,Okay quality but packaging could be better.,13,0.5601182009358996,stainless steel water bottle v6 home & kitchen okay quality but packaging could be better.
U0414,P0158,Fluent Python v6,Books,38127.66,5.0,"Good quality and fast delivery, very satisfied.",18,0.7658220180748727,"fluent python v6 books good quality and fast delivery, very satisfied."
U0554,P0158,Fluent Python v6,Books,38127.66,5.0,Average product but serves the purpose well.,18,0.7658220180748727,fluent python v6 books average product but serves the purpose well.
U0217,P0036,Noise Cancelling Earbuds v4,Electronics,40457.19,5.0,"Excellent product, highly recommend to everyone.",10,0.8131725178352268,"noise cancelling earbuds v4 electronics excellent product, highly recommend to everyone."
U0263,P0230,Printed Kurti v3,Clothing,31629.7,5.0,Decent product for the price point.,15,0.6337431637897636,printed kurti v3 clothing decent product for the price point.
U0705,P0472,Stainless Steel Water Bottle v8,Home & Kitchen,48498.97,5.0,Okay quality but packaging could be better.,22,0.9766313708926332,stainless steel water bottle v8 home & kitchen okay quality but packaging could be better.
U0465,P0484,Electric Kettle 1.5L v9,Home & Kitchen,31451.39,5.0,"Best in its category, no complaints at all.",17,0.6301187985262688,"electric kettle 1.5l v9 home & kitchen best in its category, no complaints at all."
U0198,P0143,Data Science Handbook v5,Books,24961.98,5.0,"Good quality and fast delivery, very satisfied.",12,0.49821373327712454,"data science handbook v5 books good quality and fast delivery, very satisfied."
U0790,P0202,Women's Yoga Pants,Clothing,4389.17,5.0,"Best in its category, no complaints at all.",14,0.08004662017928524,"women's yoga pants clothing best in its category, no complaints at all."
U0052,P0475,Bamboo Cutting Board v8,Home & Kitchen,26478.52,5.0,"Best in its category, no complaints at all.",16,0.5290392332305776,"bamboo cutting board v8 home & kitchen best in its category, no complaints at all."
U0229,P0324,Whey Protein Powder Chocolate v3,Sports,14139.71,5.0,"Best in its category, no complaints at all.",21,0.27823807593788147,"whey protein powder chocolate v3 sports best in its category, no complaints at all."
U0561,P0216,Slim Fit Chinos v2,Clothing,12014.0,5.0,"Best in its category, no complaints at all.",23,0.23503046288049123,"slim fit chinos v2 clothing best in its category, no complaints at all."
U0055,P0306,Pull-Up Bar Doorway,Sports,48796.43,5.0,Decent product for the price point.,15,0.9826776032479645,pull-up bar doorway sports decent product for the price point.
U0525,P0219,Formal Oxford Shoes v2,Clothing,32550.72,5.0,Okay quality but packaging could be better.,20,0.6524640033107318,formal oxford shoes v2 clothing okay quality but packaging could be better.
U0588,P0267,Sports Compression Shorts v7,Clothing,34910.38,5.0,Decent product for the price point.,9,0.7004269315685852,sports compression shorts v7 clothing decent product for the price point.
U0432,P0304,Whey Protein Powder Chocolate,Sports,31943.01,5.0,Decent product for the price point.,22,0.6401115664632283,whey protein powder chocolate sports decent product for the price point.
U0515,P0291,Men's Running Shoes v10,Clothing,1717.91,5.0,"Best in its category, no complaints at all.",18,0.025750047055160034,"men's running shoes v10 clothing best in its category, no complaints at all."
U0742,P0259,Formal Oxford Shoes v6,Clothing,28588.05,5.0,Solid performance and great value for money.,17,0.571917968322832,formal oxford shoes v6 clothing solid performance and great value for money.
U0379,P0373,Yoga Mat Non-Slip 6mm v8,Sports,4902.26,5.0,Okay quality but packaging could be better.,15,0.09047579169544517,yoga mat non-slip 6mm v8 sports okay quality but packaging could be better.
U0506,P0141,Python Machine Learning Guide v5,Books,48128.88,5.0,Decent product for the price point.,19,0.9691088464107379,python machine learning guide v5 books decent product for the price point.
U0531,P0458,Blender 600W v6,Home & Kitchen,23538.3,5.0,"Best in its category, no complaints at all.",20,0.4692757245376703,"blender 600w v6 home & kitchen best in its category, no complaints at all."
U0101,P0167,Introduction to Algorithms v7,Books,16173.85,5.0,"Excellent product, highly recommend to everyone.",19,0.3195844185831905,"introduction to algorithms v7 books excellent product, highly recommend to everyone."
U0983,P0007,Smart Watch Fitness Tracker,Electronics,3091.56,5.0,"Best in its category, no complaints at all.",15,0.05367113585668237,"smart watch fitness tracker electronics best in its category, no complaints at all."
U0842,P0324,Whey Protein Powder Chocolate v3,Sports,14139.71,5.0,"Absolutely love this product, bought two already.",21,0.27823807593788147,"whey protein powder chocolate v3 sports absolutely love this product, bought two already."
U0110,P0143,Data Science Handbook v5,Books,24961.98,5.0,Great build quality and easy to use.,12,0.49821373327712454,data science handbook v5 books great build quality and easy to use.
U0106,P0336,Pull-Up Bar Doorway v4,Sports,2227.29,5.0,"Absolutely love this product, bought two already.",21,0.03610380835805338,"pull-up bar doorway v4 sports absolutely love this product, bought two already."
U0865,P0210,Printed Kurti,Clothing,8207.24,5.0,Okay quality but packaging could be better.,13,0.1576534862080614,printed kurti clothing okay quality but packaging could be better.
U0329,P0096,Noise Cancelling Earbuds v10,Electronics,24790.02,5.0,Average product but serves the purpose well.,17,0.49471843940291366,noise cancelling earbuds v10 electronics average product but serves the purpose well.
U0050,P0413,Non-Stick Cookware Set v2,Home & Kitchen,47539.24,5.0,"Good quality and fast delivery, very satisfied.",12,0.9571237040521097,"non-stick cookware set v2 home & kitchen good quality and fast delivery, very satisfied."
U0211,P0184,Clean Code by Robert Martin v9,Books,43890.5,5.0,"Excellent product, highly recommend to everyone.",12,0.8829586739835577,"clean code by robert martin v9 books excellent product, highly recommend to everyone."
U0516,P0460,Microwave Oven 20L v6,Home & Kitchen,6116.13,5.0,Solid performance and great value for money.,13,0.11514915977574507,microwave oven 20l v6 home & kitchen solid performance and great value for money.
U0306,P0031,Wireless Bluetooth Headphones v4,Electronics,30454.73,5.0,Great build quality and easy to use.,22,0.6098604850075958,wireless bluetooth headphones v4 electronics great build quality and easy to use.
U0351,P0128,Fluent Python v3,Books,43063.38,5.0,"Absolutely love this product, bought two already.",12,0.8661464649277463,"fluent python v3 books absolutely love this product, bought two already."
U0324,P0118,Fluent Python v2,Books,9490.19,5.0,Great build quality and easy to use.,16,0.18373098839414456,fluent python v2 books great build quality and easy to use.
U0297,P0351,Adjustable Dumbbell Set v6,Sports,25255.19,5.0,Okay quality but packaging could be better.,15,0.5041735792695493,adjustable dumbbell set v6 sports okay quality but packaging could be better.
U0159,P0281,Men's Running Shoes v9,Clothing,44521.27,5.0,Average product but serves the purpose well.,12,0.89577983307309,men's running shoes v9 clothing average product but serves the purpose well.
U0992,P0194,Clean Code by Robert Martin v10,Books,31727.45,5.0,"Excellent product, highly recommend to everyone.",15,0.6357300501366123,"clean code by robert martin v10 books excellent product, highly recommend to everyone."
U0594,P0093,4K Smart TV v10,Electronics,38086.1,5.0,"Best in its category, no complaints at all.",11,0.7649772610766625,"4k smart tv v10 electronics best in its category, no complaints at all."
U0245,P0185,The Pragmatic Programmer v9,Books,13044.49,5.0,Okay quality but packaging could be better.,16,0.2559764118478998,the pragmatic programmer v9 books okay quality but packaging could be better.
U0798,P0305,Jump Rope Speed Cable,Sports,36358.35,5.0,"Good quality and fast delivery, very satisfied.",33,0.7298586637798037,"jump rope speed cable sports good quality and fast delivery, very satisfied."
U0647,P0333,Yoga Mat Non-Slip 6mm v4,Sports,915.8,5.0,"Worth every rupee, performs as described.",25,0.009446196337299517,"yoga mat non-slip 6mm v4 sports worth every rupee, performs as described."
U0780,P0297,Sports Compression Shorts v10,Clothing,38544.68,5.0,"Worth every rupee, performs as described.",19,0.7742984512652857,"sports compression shorts v10 clothing worth every rupee, performs as described."
U0447,P0413,Non-Stick Cookware Set v2,Home & Kitchen,47539.24,5.0,"Best in its category, no complaints at all.",12,0.9571237040521097,"non-stick cookware set v2 home & kitchen best in its category, no complaints at all."
U0907,P0228,Winter Puffer Jacket v3,Clothing,19775.27,5.0,"Best in its category, no complaints at all.",15,0.3927876127240405,"winter puffer jacket v3 clothing best in its category, no complaints at all."
U0393,P0286,Slim Fit Chinos v9,Clothing,1988.93,5.0,"Excellent product, highly recommend to everyone.",19,0.03125885460219791,"slim fit chinos v9 clothing excellent product, highly recommend to everyone."
U0039,P0075,Portable Power Bank 20000mAh v8,Electronics,35400.5,5.0,"Best in its category, no complaints at all.",18,0.7103892102009894,"portable power bank 20000mah v8 electronics best in its category, no complaints at all."
U0205,P0400,Cycling Helmet Safety v10,Sports,37775.24,5.0,Decent product for the price point.,11,0.7586586576006379,cycling helmet safety v10 sports decent product for the price point.
U0364,P0020,RGB Gaming Mouse v2,Electronics,14702.21,5.0,Great build quality and easy to use.,17,0.2896715651460905,rgb gaming mouse v2 electronics great build quality and easy to use.
U0038,P0295,Cotton Polo T-Shirt v10,Clothing,6526.61,5.0,Great build quality and easy to use.,22,0.12349265959829729,cotton polo t-shirt v10 clothing great build quality and easy to use.
U0047,P0247,Sports Compression Shorts v5,Clothing,21522.57,5.0,Average product but serves the purpose well.,16,0.4283035872902691,sports compression shorts v5 clothing average product but serves the purpose well.
U0015,P0192,Deep Learning with TensorFlow v10,Books,44880.34,5.0,"Worth every rupee, performs as described.",17,0.9030783627975195,"deep learning with tensorflow v10 books worth every rupee, performs as described."
U0648,P0350,Cycling Helmet Safety v5,Sports,31366.82,5.0,"Excellent product, highly recommend to everyone.",17,0.6283998115354453,"cycling helmet safety v5 sports excellent product, highly recommend to everyone."
U0066,P0411,Air Fryer 5L Digital v2,Home & Kitchen,16100.82,5.0,"Good quality and fast delivery, very satisfied.",19,0.3180999959754118,"air fryer 5l digital v2 home & kitchen good quality and fast delivery, very satisfied."
U0117,P0442,Stainless Steel Water Bottle v5,Home & Kitchen,49333.65,5.0,Okay quality but packaging could be better.,14,0.9935972460434028,stainless steel water bottle v5 home & kitchen okay quality but packaging could be better.
U0307,P0119,Statistics for ML v2,Books,44648.44,5.0,"Good quality and fast delivery, very satisfied.",20,0.898364716313282,"statistics for ml v2 books good quality and fast delivery, very satisfied."
U0648,P0346,Pull-Up Bar Doorway v5,Sports,30868.33,5.0,Average product but serves the purpose well.,17,0.618267402583623,pull-up bar doorway v5 sports average product but serves the purpose well.
U0898,P0317,Badminton Racket Set v2,Sports,20564.86,5.0,Okay quality but packaging could be better.,17,0.40883697937988006,badminton racket set v2 sports okay quality but packaging could be better.
U0124,P0188,Fluent Python v9,Books,27848.0,5.0,"Absolutely love this product, bought two already.",9,0.5568755617654363,"fluent python v9 books absolutely love this product, bought two already."
U0729,P0174,Clean Code by Robert Martin v8,Books,11478.49,5.0,Okay quality but packaging could be better.,11,0.22414557789224587,clean code by robert martin v8 books okay quality but packaging could be better.
U0668,P0290,Printed Kurti v9,Clothing,29622.5,5.0,"Best in its category, no complaints at all.",15,0.5929444090542664,"printed kurti v9 clothing best in its category, no complaints at all."
U0949,P0025,Portable Power Bank 20000mAh v3,Electronics,22911.29,5.0,Average product but serves the purpose well.,15,0.45653099197155633,portable power bank 20000mah v3 electronics average product but serves the purpose well.
U0146,P0409,Instant Pot Pressure Cooker,Home & Kitchen,45287.02,5.0,"Best in its category, no complaints at all.",14,0.9113446230485319,"instant pot pressure cooker home & kitchen best in its category, no complaints at all."
U0081,P0215,Cotton Polo T-Shirt v2,Clothing,35665.53,5.0,"Best in its category, no complaints at all.",17,0.7157762637918368,"cotton polo t-shirt v2 clothing best in its category, no complaints at all."
U0881,P0485,Bamboo Cutting Board v9,Home & Kitchen,29297.85,5.0,Okay quality but packaging could be better.,16,0.586345507238364,bamboo cutting board v9 home & kitchen okay quality but packaging could be better.
